cashtag,name,link,avgrating,price,mktcap,anrecs,anrecscss,pev,pbv,estpeg,divyld,stockcode
$HSIB,HUP SENG IND,/mkt/themarket/stock/HSIB,4.0,0.725,580.0,HOLD,ana_yellow,24.41,4.14,0.03,4.86,HSIB.KL
$HWAT,HWA TAI INDUSTRY,/mkt/themarket/stock/HWAT,4.0,0.59,44.15,,,0.0,2.02,-0.03,0.0,HWAT.KL
$IBHD,I BHD,/mkt/themarket/stock/IBHD,2.0,0.24,272.85,HOLD,ana_yellow,24.12,0.24,0.0,0.0,IBHD.KL
$IBRC,IBRACO BHD,/mkt/themarket/stock/IBRC,5.0,0.535,292.14,UNDERPERFORM,ana_red,11.46,0.68,0.05,3.74,IBRC.KL
$ICBZ,ICAPITAL BIZ BHD,/mkt/themarket/stock/ICBZ,0.0,1.93,270.2,,,0.0,0.61,-0.01,0.0,ICBZ.KL
$ICON,ICON OFFSHOR-ORD,/mkt/themarket/stock/ICON,8.0,0.11,297.53,BUY,ana_green,10.09,0.79,0.01,0.0,ICON.KL
$ICOI,ICONIC WORLDWIDE,/mkt/themarket/stock/ICOI,4.0,0.15,84.35,,,6.98,0.43,0.02,0.0,ICOI.KL
$ICTZ,ICT ZONE ASIA,/mkt/themarket/stock/ICTZ,0.0,0.22,117.43,,,29.97,3.17,0.01,0.0,ICTZ.KL
$IDBT,IDB TECHNOLOGIES,/mkt/themarket/stock/IDBT,0.0,0.09,45.0,,,0.0,12.04,0.0,0.0,IDBT.KL
$IDEA,IDEAL CAPITAL,/mkt/themarket/stock/IDEA,7.0,1.75,875.0,,,16.28,1.45,0.12,0.0,IDEA.KL
$IFCA,IFCA MSC BHD,/mkt/themarket/stock/IFCA,5.0,0.28,170.32,UNDERPERFORM,ana_red,95.16,1.3,0.02,3.64,IFCA.KL
$IGBB,IGB BHD,/mkt/themarket/stock/IGBB,9.0,2.35,2127.75,OUTPERFORM,ana_lgreen,8.98,0.56,0.17,0.0,IGBB.KL
$IGBC,IGB COMMERC REIT,/mkt/themarket/reit/IGBC,2.0,0.56,1303.73,BUY,ana_green,22.39,0.57,0.01,4.43,IGBC.KL
$IGRE,IGB REIT,/mkt/themarket/reit/IGRE,8.0,1.63,5840.59,OUTPERFORM,ana_lgreen,20.75,1.54,0.06,5.1,IGRE.KL
$IHHH,IHH HEALTHCARE,/mkt/themarket/stock/IHHH,7.0,6.15,54157.17,OUTPERFORM,ana_lgreen,27.01,2.22,0.2,0.97,IHHH.KL
$IJMS,IJM CORP BERHAD,/mkt/themarket/stock/IJMS,6.0,1.71,6237.34,HOLD,ana_yellow,8.0,0.57,0.22,3.55,IJMS.KL
$ILBG,ILB GROUP BHD,/mkt/themarket/stock/ILBG,4.0,0.49,95.56,,,22.93,0.44,0.04,5.1,ILBG.KL
$IMSP,IMASPRO CORP BHD,/mkt/themarket/stock/IMSP,6.0,4.43,354.4,OUTPERFORM,ana_lgreen,162.15,2.81,0.03,0.79,IMSP.KL
$IMPI,IMPIANA HOTELS,/mkt/themarket/stock/IMPI,3.0,0.02,28.89,,,0.0,0.69,-0.01,0.0,IMPI.KL
$INAR,INARI AMERTRON,/mkt/themarket/stock/INAR,5.0,2.72,10094.16,OUTPERFORM,ana_lgreen,25.08,3.94,0.11,3.76,INAR.KL
$IKEN,INCH KENNETH RUB,/mkt/themarket/stock/IKEN,6.0,0.44,185.13,,,0.0,0.31,-0.03,0.0,IKEN.KL
$INDU,INDUSTRONICS BHD,/mkt/themarket/stock/INDU,1.0,0.085,37.19,,,0.0,2.08,-0.02,0.0,INDU.KL
$INFO,INFOLINE TEC,/mkt/themarket/stock/INFO,0.0,0.44,159.82,,,0.0,8.72,0.02,0.0,INFO.KL
$INFR,INFRAHARTA,/mkt/themarket/stock/INFR,1.0,0.12,38.3,,,0.0,0.57,-0.13,0.0,INFR.KL
$INGE,INGENIEUR GUDANG,/mkt/themarket/stock/INGE,3.0,0.125,123.47,,,5.92,1.95,0.02,0.0,INGE.KL
$INNA,INNATURE,/mkt/themarket/stock/INNA,6.0,0.54,381.18,OUTPERFORM,ana_lgreen,19.86,2.57,0.02,4.76,INNA.KL
$INNY,INNITY CORP BHD,/mkt/themarket/stock/INNY,7.0,0.445,62.04,,,17.19,1.61,0.02,0.0,INNY.KL
$INNO,INNOPRISE PLANTS,/mkt/themarket/stock/INNO,10.0,1.58,756.6,,,6.38,2.31,0.18,16.03,INNO.KL
$INSS,INSAS BERHAD,/mkt/themarket/stock/INSS,8.0,0.795,551.21,,,3.65,0.25,0.22,5.06,INSS.KL
$INTA,INTA BINA GROUP,/mkt/themarket/stock/INTA,4.0,0.235,125.79,OUTPERFORM,ana_lgreen,13.67,0.84,0.02,4.35,INTA.KL
$IOIB,IOI CORP BHD,/mkt/themarket/stock/IOIB,8.0,4.13,25957.87,OUTPERFORM,ana_lgreen,14.82,2.36,0.28,3.41,IOIB.KL
$IOIP,IOI PROPERTIES,/mkt/themarket/stock/IOIP,5.0,0.985,5423.55,OUTPERFORM,ana_lgreen,7.86,0.26,0.12,2.04,IOIP.KL
$IQGH,IQ GROUP HLDGS,/mkt/themarket/stock/IQGH,5.0,0.78,68.66,HOLD,ana_yellow,0.0,0.57,-0.12,0.0,IQGH.KL
$IQZA,IQZAN HOLDING,/mkt/themarket/stock/IQZA,6.0,0.045,9.98,,,0.0,0.34,-0.02,0.0,IQZA.KL
$IRKA,IREKA CORP BHD,/mkt/themarket/stock/IRKA,6.0,0.5,113.89,,,0.0,1.91,-0.14,0.0,IRKA.KL
$IRIB,IRIS CORPORATION,/mkt/themarket/stock/IRIB,3.0,0.13,424.18,OUTPERFORM,ana_lgreen,55.79,1.35,0.0,0.0,IRIB.KL
$IWCI,ISKANDAR WCITY,/mkt/themarket/stock/IWCI,3.0,0.295,271.73,,,0.0,0.36,-0.03,0.0,IWCI.KL
$IVRY,IVORY PROP GRP,/mkt/themarket/stock/IVRY,2.0,0.09,44.11,,,0.0,0.17,-0.16,0.0,IVRY.KL
$JADE,JADE MARVELGROUP,/mkt/themarket/stock/JADE,3.0,0.27,88.57,,,11.84,0.73,0.02,0.0,JADE.KL
$JADI,JADI IMAGING HLD,/mkt/themarket/stock/JADI,2.0,0.08,86.12,,,0.0,0.76,-0.01,0.0,JADI.KL
$JAGB,JAG BERHAD,/mkt/themarket/stock/JAGB,8.0,0.34,215.6,,,13.03,1.01,0.03,1.43,JAGB.KL
$JAKS,JAKS RESOURCES,/mkt/themarket/stock/JAKS,1.0,0.26,531.0,BUY,ana_green,13.3,0.4,0.03,0.0,JAKS.KL
$JKBM,JASA KITA BHD,/mkt/themarket/stock/JKBM,4.0,0.145,65.19,,,2900.0,1.01,0.0,0.0,JKBM.KL
$JTIA,JAYA TIASA HLDGS,/mkt/themarket/stock/JTIA,7.0,0.595,579.36,HOLD,ana_yellow,4.21,0.45,0.14,4.75,JTIA.KL
$JAYC,JAYCORP BHD,/mkt/themarket/stock/JAYC,7.0,0.685,188.03,,,11.34,1.07,0.11,6.88,JAYC.KL
$JCBN,JCBNEXT BERHAD,/mkt/themarket/stock/JCBN,6.0,1.24,163.72,,,8.67,0.47,0.13,2.82,JCBN.KL
$JCYI,JCY INTL BHD,/mkt/themarket/stock/JCYI,2.0,0.145,308.38,HOLD,ana_yellow,201.39,0.36,-0.02,0.0,JCYI.KL
$JENT,JENTAYU SUSTAINA,/mkt/themarket/stock/JENT,8.0,0.51,164.85,OUTPERFORM,ana_lgreen,3.63,1.91,0.17,0.0,JENT.KL
$JERA,JERASIA CAPITAL,/mkt/themarket/stock/JERA,3.0,0.03,2.46,,,0.0,0.2,-2.05,0.0,JERA.KL
$JFTB,JF TECH BHD,/mkt/themarket/stock/JFTB,3.0,0.705,653.58,,,39.93,5.03,0.02,1.43,JFTB.KL
$JHMC,JHM CONSOLIDATIO,/mkt/themarket/stock/JHMC,2.0,1.13,630.09,HOLD,ana_yellow,17.6,2.5,0.06,0.89,JHMC.KL
$JIAN,JIANKUN INTL BHD,/mkt/themarket/stock/JIAN,4.0,0.225,55.1,,,0.0,0.64,0.01,0.0,JIAN.KL
$JISH,JISHAN,/mkt/themarket/stock/JISH,0.0,0.47,110.52,,,12.14,2.38,0.04,0.0,JISH.KL
$JKGL,JKG LAND,/mkt/themarket/stock/JKGL,3.0,0.105,238.87,,,12.96,0.46,0.01,0.0,JKGL.KL
$JOEH,JOE HOLDING,/mkt/themarket/stock/JOEH,2.0,0.015,45.89,,,0.0,0.21,-0.01,0.0,JOEH.KL
$JHHS,JOHAN HOLDINGS,/mkt/themarket/stock/JHHS,4.0,0.055,64.24,,,0.0,0.24,-0.03,0.0,JHHS.KL
$KSSC,K SENG SENG CORP,/mkt/themarket/stock/KSSC,4.0,0.485,62.86,,,6.11,0.71,0.08,1.68,KSSC.KL
$KONE,K-ONE TECHNOLOGY,/mkt/themarket/stock/KONE,4.0,0.105,87.36,,,0.0,0.73,-0.0,0.0,KONE.KL
$KHLH,K. H&L HIGH-TECH,/mkt/themarket/stock/KHLH,6.0,1.03,125.49,,,6.98,1.07,0.15,2.45,KHLH.KL
$KLKK,K.LUMPUR KEPONG,/mkt/themarket/stock/KLKK,9.0,22.36,24171.56,OUTPERFORM,ana_lgreen,10.32,2.03,2.09,4.48,KLKK.KL
$KMDA,KAMDAR GROUP BHD,/mkt/themarket/stock/KMDA,0.0,0.19,37.62,,,0.0,0.18,-0.01,0.0,KMDA.KL
$KANG,KANGER INTERNAT,/mkt/themarket/stock/KANG,3.0,0.04,24.12,,,0.0,0.09,-0.34,0.0,KANG.KL
$KARE,KAREX,/mkt/themarket/stock/KARE,4.0,0.35,368.71,HOLD,ana_yellow,0.0,0.83,-0.01,0.0,KARE.KL
$KARY,KARYON INDUSTRIE,/mkt/themarket/stock/KARY,7.0,0.185,88.01,,,10.64,0.77,0.02,3.89,KARY.KL
$KWNF,KAWAN FOOD BHD,/mkt/themarket/stock/KWNF,7.0,2.21,795.31,OUTPERFORM,ana_lgreen,21.57,2.15,0.09,1.36,KWNF.KL
$KSMS,KECK SENG MSIA,/mkt/themarket/stock/KSMS,10.0,3.57,1290.47,,,7.94,0.57,0.22,0.0,KSMS.KL
$KEHG,KEIN HING INTL,/mkt/themarket/stock/KEHG,10.0,0.98,106.72,,,6.66,0.75,0.14,1.55,KEHG.KL
$KEJU,KEJURUTERAAN BHD,/mkt/themarket/stock/KEJU,4.0,0.41,741.28,UNDERPERFORM,ana_red,518.99,5.94,0.0,0.0,KEJU.KL
$KELG,KELINGTON GROUP,/mkt/themarket/stock/KELG,7.0,1.31,845.27,OUTPERFORM,ana_lgreen,19.57,4.17,0.06,1.61,KELG.KL
$KENH,KEN HOLDINGS BHD,/mkt/themarket/stock/KENH,0.0,0.45,86.27,,,15.65,0.25,0.08,0.0,KENH.KL
$KNNK,KENANGA INVEST,/mkt/themarket/stock/KNNK,5.0,0.895,658.51,,,6.48,0.62,0.16,4.49,KNNK.KL
$KENG,Kenanga KLCI Daily (-1x) Inverse ETF,/mkt/themarket/etf/KENG,0.0,1.905,1.91,,,0.0,0.0,0.0,0.0,KENG.KL
$KENN,Kenanga KLCI Daily 2x Leveraged ETF,/mkt/themarket/etf/KENN,0.0,1.835,1.84,,,0.0,0.0,0.0,0.0,KENN.KL
$KERA,KERJAYA PROSPEK,/mkt/themarket/stock/KERA,8.0,0.635,254.09,BUY,ana_green,7.28,0.46,0.08,1.57,KERA.KL
$KREJ,KERJAYA PROSPEK,/mkt/themarket/stock/KREJ,6.0,1.17,1482.63,OUTPERFORM,ana_lgreen,14.42,1.32,0.08,2.52,KREJ.KL
$KESM,KESM INDUSTRIES,/mkt/themarket/stock/KESM,5.0,7.01,301.53,HOLD,ana_yellow,88.11,0.85,0.17,1.04,KESM.KL
$KGRP,KEY ALLIANCE,/mkt/themarket/stock/KGRP,3.0,0.01,36.78,,,0.0,0.29,-0.02,0.0,KGRP.KL
$KYAC,KEY ASIC BHD,/mkt/themarket/stock/KYAC,4.0,0.04,54.52,,,0.0,1.56,-0.01,0.0,KYAC.KL
$KHEE,KHEE SAN BHD,/mkt/themarket/stock/KHEE,5.0,0.1,13.73,,,0.0,0.46,-0.51,0.0,KHEE.KL
$KHIN,KHIND HOLDINGS,/mkt/themarket/stock/KHIN,8.0,3.04,127.8,,,5.08,0.71,0.63,1.64,KHIN.KL
$KIAL,KIA LIM BHD,/mkt/themarket/stock/KIAL,2.0,0.325,20.13,,,0.0,0.43,-0.08,0.0,KIAL.KL
$KIMH,KIM HIN INDUSTRY,/mkt/themarket/stock/KIMH,0.0,0.635,98.82,UNDERPERFORM,ana_red,0.0,0.28,-0.26,3.15,KIMH.KL
$KIMI,KIM HIN JOO,/mkt/themarket/stock/KIMI,6.0,0.21,79.8,,,20.96,0.99,0.01,4.88,KIMI.KL
$KIML,KIM LOONG RESOUR,/mkt/themarket/stock/KIML,10.0,1.72,1666.27,OUTPERFORM,ana_lgreen,11.16,2.06,0.14,5.81,KIML.KL
$KIMT,KIM TECK,/mkt/themarket/stock/KIMT,10.0,0.175,119.33,,,7.93,0.88,0.01,0.0,KIMT.KL
$KICB,KIMLUN CORP,/mkt/themarket/stock/KICB,5.0,0.7,247.37,OUTPERFORM,ana_lgreen,0.0,0.34,-0.0,1.43,KICB.KL
$KIPR,KIP REAL EST,/mkt/themarket/reit/KIPR,6.0,0.89,515.27,OUTPERFORM,ana_lgreen,5.99,0.93,0.15,7.6,KIPR.KL
$KIPRa,KIP REAL EST A,/mkt/themarket/reit/KIPRa,0.0,0.92,0.0,,,0.0,0.0,0.0,0.0,KIPRa.KL
$KKBE,KKB ENGINEERING,/mkt/themarket/stock/KKBE,8.0,1.48,427.32,BUY,ana_green,21.74,1.07,0.1,3.38,KKBE.KL
$KLCC,KLCC PROP REIT,/mkt/themarket/reit/KLCC,7.0,6.9,12456.8,OUTPERFORM,ana_lgreen,23.57,0.96,0.27,4.98,KLCC.KL
$KLRK,KLUANG RUBBER,/mkt/themarket/stock/KLRK,7.0,3.95,249.53,,,23.87,0.37,0.49,0.8,KLRK.KL
$KNMP,KNM GROUP BHD,/mkt/themarket/stock/KNMP,2.0,0.115,423.0,OUTPERFORM,ana_lgreen,0.0,0.44,0.02,0.0,KNMP.KL
$KNUS,KNUSFORD BHD,/mkt/themarket/stock/KNUS,0.0,0.52,51.82,,,0.0,0.23,0.0,0.0,KNUS.KL
$KOBA,KOBAY TECHNOLOGY,/mkt/themarket/stock/KOBA,5.0,2.68,874.17,BUY,ana_green,15.73,2.37,0.16,0.76,KOBA.KL
$KOMK,KOMARKCORP BHD,/mkt/themarket/stock/KOMK,2.0,0.05,28.87,,,0.0,0.31,-0.02,0.0,KOMK.KL
$KSTM,KONSORTIUM TRANS,/mkt/themarket/stock/KSTM,6.0,0.19,89.26,,,0.0,1.15,-0.01,0.0,KSTM.KL
$KRIB,KOSSAN RUBBER,/mkt/themarket/stock/KRIB,5.0,1.01,2583.45,HOLD,ana_yellow,2.92,0.64,1.12,31.19,KRIB.KL
$KOIN,KOTRA INDUSTRIES,/mkt/themarket/stock/KOIN,8.0,4.21,622.97,,,10.01,2.55,0.42,3.93,KOIN.KL
$KPJH,KPJ HEALTHCARE,/mkt/themarket/stock/KPJH,6.0,0.87,3919.79,OUTPERFORM,ana_lgreen,47.2,1.81,0.01,1.16,KPJH.KL
$KPSC,KPS CONSORTIUM,/mkt/themarket/stock/KPSC,10.0,0.64,94.61,,,4.51,0.34,0.1,0.0,KPSC.KL
$KREK,KRETAM HOLDINGS,/mkt/themarket/stock/KREK,9.0,0.53,1233.64,,,5.87,1.65,0.07,1.9,KREK.KL
$KRON,KRONOLOGI ASIA,/mkt/themarket/stock/KRON,7.0,0.5,359.17,BUY,ana_green,15.06,0.98,0.03,0.0,KRON.KL
$KSLH,KSL HOLDINGS,/mkt/themarket/stock/KSLH,8.0,0.845,876.7,HOLD,ana_yellow,6.61,0.28,0.11,0.0,KSLH.KL
$KUBM,KUB MALAYSIA,/mkt/themarket/stock/KUBM,9.0,0.575,319.97,,,17.5,0.65,0.03,2.61,KUBM.KL
$KCDS,KUCHAI DEVELOPMT,/mkt/themarket/stock/KCDS,6.0,1.36,168.3,,,12.92,0.35,0.16,1.29,KCDS.KL
$KPSB,KUMP PERANG SELA,/mkt/themarket/stock/KPSB,9.0,0.7,376.17,OUTPERFORM,ana_lgreen,6.49,0.36,0.11,6.47,KPSB.KL
$KFIM,KUMPULAN FIMA,/mkt/themarket/stock/KFIM,9.0,2.16,609.62,HOLD,ana_yellow,5.6,0.69,0.37,4.11,KFIM.KL
$JETS,KUMPULAN JETSON,/mkt/themarket/stock/JETS,2.0,0.2,53.59,,,0.0,0.61,-0.03,0.0,JETS.KL
$KYMH,KYM HOLDINGS,/mkt/themarket/stock/KYMH,7.0,0.605,91.83,,,11.61,1.06,0.02,0.0,KYMH.KL
$LAGE,LAGENDA PROPERTI,/mkt/themarket/stock/LAGE,9.0,1.25,1046.66,BUY,ana_green,5.85,1.16,0.2,5.33,LAGE.KL
$LAMB,LAMBO GROUP BHD,/mkt/themarket/stock/LAMB,1.0,0.04,61.62,,,0.0,0.31,-0.01,0.0,LAMB.KL
$LAND,LAND AND GENERAL,/mkt/themarket/stock/LAND,5.0,0.1,297.31,,,21.88,0.28,0.01,4.76,LAND.KL
$LMHS,LANDMARKS HLDGS,/mkt/themarket/stock/LMHS,1.0,0.2,134.3,,,0.0,0.07,-0.05,0.0,LMHS.KL
$LAYH,LAY HONG BHD,/mkt/themarket/stock/LAYH,4.0,0.24,177.68,HOLD,ana_yellow,0.0,0.38,-0.01,1.33,LAYH.KL
$LBAL,LB ALUMINIUM,/mkt/themarket/stock/LBAL,9.0,0.48,208.73,,,4.8,0.55,0.1,5.43,LBAL.KL
$LBIP,LBI CAPITAL BHD,/mkt/themarket/stock/LBIP,4.0,0.49,54.82,,,28.74,0.38,0.02,6.12,LBIP.KL
$LBSB,LBS BINA GROUP,/mkt/themarket/stock/LBSB,9.0,0.42,659.08,OUTPERFORM,ana_lgreen,6.28,0.43,0.05,4.4,LBSB.KL
$LEAD,LEADER STL HLDG,/mkt/themarket/stock/LEAD,7.0,0.5,70.17,,,3.66,0.38,0.2,3.0,LEAD.KL
$LEBT,LEBTECH BHD,/mkt/themarket/stock/LEBT,0.0,0.935,127.61,,,222.09,1.1,0.0,0.0,LEBT.KL
$LHTM,LEE SWEE KIAT GR,/mkt/themarket/stock/LHTM,7.0,0.7,117.47,OUTPERFORM,ana_lgreen,11.89,1.9,0.05,3.57,LHTM.KL
$LEON,LEON FUAT BHD,/mkt/themarket/stock/LEON,7.0,0.505,172.21,,,1.35,0.32,0.41,8.08,LEON.KL
$LEOG,LEONG HUP INT,/mkt/themarket/stock/LEOG,4.0,0.485,1770.25,HOLD,ana_yellow,39.36,0.99,0.02,1.35,LEOG.KL
$LFEC,LFE CORPORATION,/mkt/themarket/stock/LFEC,6.0,0.09,72.12,,,0.0,1.12,-0.03,0.0,LFEC.KL
$LGMS,LGMS,/mkt/themarket/stock/LGMS,4.0,1.14,519.84,,,0.0,17.05,0.45,0.0,LGMS.KL
$LHCK,LIEN HOE CORP,/mkt/themarket/stock/LHCK,2.0,0.325,117.57,,,0.0,0.41,-0.26,0.0,LHCK.KL
$LHEN,LII HEN INDUSTRY,/mkt/themarket/stock/LHEN,7.0,0.865,467.1,BUY,ana_green,8.57,1.06,0.07,4.82,LHEN.KL
$LIMS,LIM SEONG HAI CA,/mkt/themarket/stock/LIMS,0.0,0.45,160.22,,,10.47,3.7,0.02,3.8,LIMS.KL
$LLBM,LION INDUSTRIES,/mkt/themarket/stock/LLBM,6.0,0.325,233.32,OUTPERFORM,ana_lgreen,0.63,0.13,-0.57,0.0,LLBM.KL
$LIOP,LION POSIM,/mkt/themarket/stock/LIOP,0.0,0.42,97.26,,,17.73,0.13,0.14,0.0,LIOP.KL
$LTKH,LITRAK HLDG BHD,/mkt/themarket/stock/LTKH,7.0,4.86,2624.64,HOLD,ana_yellow,10.65,2.17,0.31,6.16,LTKH.KL
$LKLI,LKL INTER BHD,/mkt/themarket/stock/LKLI,2.0,0.04,38.86,,,0.0,0.29,0.01,0.0,LKLI.KL
$LOTT,LOTTE CHEMICAL,/mkt/themarket/stock/LOTT,6.0,1.71,3954.14,UNDERPERFORM,ana_red,22.01,0.31,0.46,12.35,LOTT.KL
$LOTU,LOTUS KFM,/mkt/themarket/stock/LOTU,1.0,0.16,163.04,,,61.11,2.3,0.0,0.0,LOTU.KL
$LOND,LPI CAPITAL BHD,/mkt/themarket/stock/LOND,5.0,13.1,5218.81,HOLD,ana_yellow,17.59,2.44,0.87,5.34,LOND.KL
$LTKM,LTKM BHD,/mkt/themarket/stock/LTKM,7.0,1.27,181.76,,,0.0,0.83,-0.12,0.0,LTKM.KL
$LTER,LUSTER INDUSTRIE,/mkt/themarket/stock/LTER,1.0,0.075,226.7,OUTPERFORM,ana_lgreen,26.79,0.77,0.0,0.0,LTER.KL
$LCBH,LUXCHEM CORP BHD,/mkt/themarket/stock/LCBH,9.0,0.56,599.13,OUTPERFORM,ana_lgreen,9.1,1.22,0.07,3.57,LCBH.KL
$LYCH,LYC HEALTHCARE,/mkt/themarket/stock/LYCH,4.0,0.17,86.87,,,0.0,3.24,-0.02,0.0,LYCH.KL
$LYSA,LYSAGHT G.STEEL,/mkt/themarket/stock/LYSA,0.0,1.7,70.69,,,12.24,0.44,0.08,0.59,LYSA.KL
$MNCW,M N C WIRELESS,/mkt/themarket/stock/MNCW,3.0,0.01,22.87,,,0.0,0.27,-0.01,0.0,MNCW.KL
$MPIM,M'SIAN PACIFIC,/mkt/themarket/stock/MPIM,5.0,29.5,6191.59,OUTPERFORM,ana_lgreen,17.53,3.05,1.66,1.03,MPIM.KL
$MAAS,MAA GROUP,/mkt/themarket/stock/MAAS,4.0,0.44,116.04,,,0.0,0.22,0.15,0.0,MAAS.KL
$MAGH,MAG HOLDINGS,/mkt/themarket/stock/MAGH,5.0,0.18,259.8,,,19.59,0.48,-0.27,0.0,MAGH.KL
$MAGN,MAGNA PRIMA BHD,/mkt/themarket/stock/MAGN,2.0,0.45,180.65,UNDERPERFORM,ana_red,18.72,0.48,0.01,0.0,MAGN.KL
$MATE,MAGNI-TECH INDUS,/mkt/themarket/stock/MATE,8.0,1.87,811.49,BUY,ana_green,8.84,1.06,0.21,3.48,MATE.KL
$MAGM,MAGNUM BHD,/mkt/themarket/stock/MAGM,2.0,1.62,2329.15,OUTPERFORM,ana_lgreen,68.72,0.98,0.0,2.02,MAGM.KL
$MAHS,MAH SING GROUP,/mkt/themarket/stock/MAHS,7.0,0.62,1505.17,OUTPERFORM,ana_lgreen,10.73,0.36,0.04,4.31,MAHS.KL
$MJPR,MAJUPERAK HLDGS,/mkt/themarket/stock/MJPR,0.0,0.31,88.17,,,8.76,0.41,0.04,0.0,MJPR.KL
$MGRC,MAL GENOMICS RES,/mkt/themarket/stock/MGRC,1.0,0.685,85.08,,,92.96,4.85,-0.04,0.0,MGRC.KL
$MALA,MALAKOFF CORP,/mkt/themarket/stock/MALA,9.0,0.71,3550.0,OUTPERFORM,ana_lgreen,13.36,0.56,0.05,6.96,MALA.KL
$MALY,MALAYAN CEMENT,/mkt/themarket/stock/MALY,5.0,2.12,2777.63,OUTPERFORM,ana_lgreen,58.41,0.48,0.05,0.0,MALY.KL
$MFMS,MALAYAN FLOUR,/mkt/themarket/stock/MFMS,7.0,0.6,611.94,OUTPERFORM,ana_lgreen,7.59,0.48,0.17,4.2,MFMS.KL
$MAHB,MALAYSIA AIRPORT,/mkt/themarket/stock/MAHB,3.0,5.9,9789.23,OUTPERFORM,ana_lgreen,0.0,1.35,-0.5,0.0,MAHB.KL
$MHEB,MALAYSIA MARINE,/mkt/themarket/stock/MHEB,6.0,0.41,656.0,OUTPERFORM,ana_lgreen,0.0,0.37,-0.17,0.0,MHEB.KL
$MHBS,MALPAC HOLDING,/mkt/themarket/stock/MHBS,0.0,1.03,77.25,,,0.0,0.45,-0.03,0.0,MHBS.KL
$MLTO,MALTON BHD,/mkt/themarket/stock/MLTO,7.0,0.415,219.18,HOLD,ana_yellow,16.24,0.24,0.0,0.0,MLTO.KL
$MANS,MANAGEPAY SYSTEM,/mkt/themarket/stock/MANS,1.0,0.1,86.14,,,0.0,0.96,0.0,0.0,MANS.KL
$MANF,MANFORCE GROUP,/mkt/themarket/stock/MANF,0.0,0.24,76.8,,,960.0,3.99,0.0,1.04,MANF.KL
$MNLF,MANULIFE HLDGS,/mkt/themarket/stock/MNLF,0.0,2.02,436.85,,,10.3,0.46,0.42,3.47,MNLF.KL
$MRHB,MARCO HOLDINGS,/mkt/themarket/stock/MRHB,8.0,0.155,163.42,,,8.06,0.68,0.02,3.33,MRHB.KL
$MARI,MARINE & GENERAL,/mkt/themarket/stock/MARI,3.0,0.095,68.77,,,0.0,0.59,-0.04,0.0,MARI.KL
$MSTP,MASTER PACK GRP,/mkt/themarket/stock/MSTP,10.0,1.91,104.32,,,6.56,0.82,0.26,5.29,MSTP.KL
$MATA,MATANG BHD,/mkt/themarket/stock/MATA,5.0,0.095,226.97,,,36.82,0.99,0.0,2.11,MATA.KL
$MATR,MATRIX CONCEPTS,/mkt/themarket/stock/MATR,7.0,2.35,1960.45,BUY,ana_green,8.89,1.03,0.25,5.74,MATR.KL
$MATI,MATRIX PARKING,/mkt/themarket/stock/MATI,0.0,0.18,40.11,,,35.16,5.01,0.01,0.0,MATI.KL
$MAXI,MAXIM GLOBAL,/mkt/themarket/stock/MAXI,6.0,0.195,244.36,,,32.63,0.56,0.02,5.0,MAXI.KL
$MXSC,MAXIS BERHAD,/mkt/themarket/stock/MXSC,7.0,3.75,29363.06,HOLD,ana_yellow,23.28,4.3,0.17,4.88,MXSC.KL
$MBBM,MAYBANK BHD,/mkt/themarket/stock/MBBM,6.0,8.9,106533.12,OUTPERFORM,ana_lgreen,13.77,1.25,0.7,7.44,MBBM.KL
$MBMR,MBM RESOURCES,/mkt/themarket/stock/MBMR,10.0,3.58,1399.38,OUTPERFORM,ana_lgreen,5.17,0.73,0.44,4.75,MBMR.KL
$MCEI,MCE HOLDINGS BHD,/mkt/themarket/stock/MCEI,5.0,0.95,53.35,,,0.0,0.68,-0.02,0.0,MCEI.KL
$MCLN,MCLEAN TECH,/mkt/themarket/stock/MCLN,2.0,0.18,35.5,,,0.0,1.59,-0.04,0.0,MCLN.KL
$MCOM,MCOM HOLDINGS,/mkt/themarket/stock/MCOM,0.0,0.18,33.94,,,0.0,15.48,-0.08,0.0,MCOM.KL
$MCTB,MCT BHD,/mkt/themarket/stock/MCTB,2.0,0.115,167.55,HOLD,ana_yellow,0.0,0.19,-0.01,0.0,MCTB.KL
$MDCH,MEDIA CHINESE,/mkt/themarket/stock/MDCH,0.0,0.16,269.96,OUTPERFORM,ana_lgreen,0.0,0.0,0.0,0.0,MDCH.KL
$MPRM,MEDIA PRIMA BHD,/mkt/themarket/stock/MPRM,7.0,0.455,504.69,OUTPERFORM,ana_lgreen,8.45,0.78,0.05,3.37,MPRM.KL
$MEGA,MEGA FIRST CORP,/mkt/themarket/stock/MEGA,10.0,3.48,3439.47,BUY,ana_green,6.77,1.43,0.49,1.95,MEGA.KL
$MESC,MEGA SUN CITY,/mkt/themarket/stock/MESC,3.0,0.07,41.44,,,0.0,0.63,-0.08,0.0,MESC.KL
$MEHB,MELATI EHSAN,/mkt/themarket/stock/MEHB,0.0,0.55,66.0,,,3.38,0.31,0.02,1.82,MEHB.KL
$MSTM,MELEWAR INDUSTRI,/mkt/themarket/stock/MSTM,7.0,0.265,95.25,,,2.3,0.25,0.1,8.58,MSTM.KL
